1,Apple,Intel Core i5 2.3GHz
2,Apple,Intel Core i5 1.8GHz
3,HP,Intel Core i5 7200U 2.5GHz
4,Apple,Intel Core i7 2.7GHz
5,Apple,Intel Core i5 3.1GHz
6,Acer,AMD A9-Series 9420 3GHz
7,Apple,Intel Core i7 2.2GHz
8,Apple,Intel Core i5 1.8GHz
9,Asus,Intel Core i7 8550U 1.8GHz
10,Acer,Intel Core i5 8250U 1.6GHz
11,HP,Intel Core i5 7200U 2.5GHz
12,HP,Intel Core i3 6006U 2GHz
13,Apple,Intel Core i7 2.8GHz
14,Dell,Intel Core i3 6006U 2GHz
15,Apple,Intel Core M m3 1.2GHz
16,Apple,Intel Core i5 2.3GHz
17,Dell,Intel Core i7 7500U 2.7GHz
18,Apple,Intel Core i7 2.9GHz
19,Lenovo,Intel Core i3 7100U 2.4GHz
20,Dell,Intel Core i5 8250U 1.6GHz
21,Asus,Intel Atom x5-Z8350 1.44GHz
22,Lenovo,Intel Core i5 7300HQ 2.5GHz
23,HP,AMD E-Series E2-9000e 1.5GHz
24,Dell,Intel Core i5 8250U 1.6GHz
25,HP,Intel Core i7 8550U 1.8GHz
26,Dell,Intel Core i3 6006U 2GHz
27,Apple,Intel Core i5 1.6GHz
28,Dell,Intel Core i5 8250U 1.6GHz
29,Dell,Intel Core i7 8650U 1.9GHz
30,HP,Intel Core i5 8250U 1.6GHz
31,Chuwi,Intel Atom x5-Z8300 1.44GHz
32,Asus,AMD E-Series E2-6110 1.5GHz
33,HP,AMD A6-Series 9220 2.5GHz
34,Dell,Intel Core i7 8550U 1.8GHz
35,Apple,Intel Core i5 1.6GHz
36,Lenovo,Intel Celeron Dual Core N3350 1.1GHz
37,Acer,Intel Core i3 7130U 2.7GHz
38,Dell,Intel Core i5 8250U 1.6GHz
39,HP,Intel Core i5 7200U 2.5GHz
40,HP,Intel Core i5 8250U 1.6GHz
41,Asus,Intel Core i3 6006U 2GHz
42,Dell,Intel Core i7 7700HQ 2.8GHz
43,Asus,Intel Core i5 7200U 2.5GHz
44,Acer,Intel Core i5 8250U 1.6GHz
45,Dell,Intel Core i5 8250U 1.6GHz
46,Apple,Intel Core i5 2.0GHz
47,Lenovo,Intel Core i3 6006U 2GHz
48,Asus,AMD Ryzen 1700 3GHz
49,Dell,Intel Core i5 7200U 2.5GHz
50,Asus,Intel Pentium Quad Core N4200 1.1GHz
51,Lenovo,Intel Atom x5-Z8550 1.44GHz
52,Acer,Intel Core i7 8550U 1.8GHz
53,HP,AMD A6-Series 9220 2.5GHz
54,HP,Intel Core i7 8550U 1.8GHz
55,Acer,Intel Core i3 7100U 2.4GHz
56,Dell,Intel Core i7 8550U 1.8GHz
57,HP,Intel Core i3 6006U 2GHz
58,Asus,Intel Core i5 7200U 2.5GHz
59,MSI,Intel Core i7 7700HQ 2.8GHz
60,Asus,Intel Core i3 6006U 2GHz
61,Dell,Intel Core i7 8550U 1.8GHz
62,Dell,Intel Core i5 8250U 1.6GHz
63,Lenovo,Intel Core i3 7130U 2.7GHz
64,Asus,Intel Core i5 8250U 1.6GHz
66,HP,Intel Core i5 7200U 2.5GHz
67,Asus,Intel Core i7 7700HQ 2.8GHz
68,HP,Intel Core i3 6006U 2GHz
69,HP,Intel Celeron Dual Core N3060 1.6GHz
70,Lenovo,Intel Core i5 7200U 2.5GHz
71,Asus,Intel Core i7 7700HQ 2.8GHz
72,Microsoft,Intel Core i5 7200U 2.5GHz
73,Dell,Intel Core i7 8550U 1.8GHz
74,Dell,Intel Core i7 8550U 1.8GHz
75,MSI,Intel Core i5 7300HQ 2.5GHz
76,Acer,Intel Core i3 6006U 2GHz
77,Asus,Intel Core i7 7700HQ 2.8GHz
78,Lenovo,Intel Core i5 7200U 2.5GHz
79,Dell,Intel Core i7 8550U 1.8GHz
80,Acer,Intel Core i3 7130U 2.7GHz
81,HP,Intel Core i5 8250U 1.6GHz
82,Dell,Intel Core i5 8250U 1.6GHz
83,Apple,Intel Core i5 1.3GHz
84,HP,Intel Core i5 8250U 1.6GHz
85,Lenovo,AMD A6-Series 9220 2.5GHz
86,Acer,AMD A9-Series 9420 3GHz
87,Dell,Intel Core i7 7700HQ 2.8GHz
88,HP,Intel Core i7 8550U 1.8GHz
89,HP,Intel Core i5 7200U 2.5GHz
90,Asus,Intel Core i7 7700HQ 2.8GHz
91,Dell,Intel Core i7 8550U 1.8GHz
92,Asus,AMD FX 9830P 3GHz
93,Acer,Intel Core i7 8550U 1.8GHz
94,HP,Intel Core i7 8550U 1.8GHz
95,Dell,Intel Core i5 7300HQ 2.5GHz
96,Asus,Intel Core i7 7500U 2.7GHz
97,Acer,Intel Core i5 8250U 1.6GHz
98,Dell,Intel Core i7 7500U 2.7GHz
99,Dell,Intel Core i3 6006U 2GHz
100,Asus,Intel Core i3 7100U 2.4GHz
102,HP,Intel Core i7 7700HQ 2.8GHz
103,HP,Intel Core i7 7500U 2.7GHz
104,HP,AMD E-Series E2-9000e 1.5GHz
105,Dell,Intel Core i5 8250U 1.6GHz
106,HP,Intel Core i7 7500U 2.7GHz
107,Microsoft,Intel Core i5 7200U 2.5GHz
108,HP,Intel Core i5 7200U 2.5GHz
109,Lenovo,Intel Core i3 6006U 2GHz
110,Asus,Intel Core i7 7500U 2.7GHz
111,MSI,Intel Core i7 7700HQ 2.8GHz
112,Lenovo,Intel Core i7 7500U 2.7GHz
113,Asus,Intel Core i7 8550U 1.8GHz
114,Dell,Intel Core i7 7560U 2.4GHz
115,Lenovo,Intel Core i5 7200U 2.5GHz
116,HP,Intel Core i5 8250U 1.6GHz
117,Dell,Intel Core i5 8250U 1.6GHz
118,HP,Intel Core i5 8250U 1.6GHz
119,HP,Intel Core i7 8550U 1.8GHz
120,Dell,Intel Core i7 8550U 1.8GHz
121,Asus,Intel Core i3 6006U 2GHz
122,Asus,Intel Core i7 8550U 1.8GHz
123,Acer,Intel Core i3 7100U 2.4GHz
124,MSI,Intel Core i7 7700HQ 2.8GHz
125,Lenovo,Intel Core i5 7200U 2.5GHz
126,HP,Intel Core i7 8550U 1.8GHz
127,Acer,AMD A9-Series 9420 3GHz
128,HP,Intel Celeron Dual Core N3060 1.6GHz
129,HP,Intel Core i5 8250U 1.6GHz
130,Asus,AMD E-Series 6110 1.5GHz
131,Dell,Intel Core i7 8550U 1.8GHz
132,HP,Intel Core i5 8250U 1.6GHz
133,Dell,Intel Core i5 7200U 2.5GHz
134,Dell,Intel Core i3 6006U 2GHz
135,Acer,Intel Core i7 8550U 1.8GHz
136,Acer,Intel Core i3 7130U 2.7GHz
137,HP,Intel Core i7 7500U 2.7GHz
138,HP,Intel Core i7 8550U 1.8GHz
139,Lenovo,Intel Celeron Dual Core N3350 1.1GHz
140,Asus,Intel Core i5 7300HQ 2.5GHz
141,Lenovo,Intel Core i5 7200U 2.5GHz
142,HP,Intel Core i5 7200U 2.5GHz
143,Acer,Intel Core i3 7130U 2.7GHz
144,Lenovo,Intel Core i5 8250U 1.6GHz
145,Lenovo,Intel Core i7 7700HQ 2.8GHz
146,Toshiba,Intel Core i5 6200U 2.3GHz
147,HP,AMD A6-Series 9220 2.5GHz
148,Asus,Intel Core i7 8550U 1.8GHz
149,HP,Intel Core M 6Y75 1.2GHz
150,Asus,Intel Celeron Dual Core N3350 1.1GHz
151,MSI,Intel Core i7 7700HQ 2.8GHz
152,Acer,Intel Core i3 6006U 2GHz
153,Dell,Intel Core i7 7700HQ 2.8GHz
154,Dell,Intel Core i7 7700HQ 2.8GHz
155,Lenovo,Intel Core i5 7200U 2.5GHz
156,MSI,Intel Core i7 7700HQ 2.8GHz
157,HP,Intel Core i5 7500U 2.7GHz
158,HP,Intel Core i5 8250U 1.6GHz
159,Lenovo,Intel Core i3 7100U 2.4GHz
160,Asus,Intel Core i5 8250U 1.6GHz
161,Dell,Intel Core i7 8550U 1.8GHz
163,Toshiba,Intel Core i3 6006U 2.2GHz
164,Asus,AMD A9-Series 9420 3GHz
165,Acer,Intel Core i5 8250U 1.6GHz
166,Dell,Intel Core i5 8250U 1.6GHz
167,Lenovo,Intel Core i7 7700HQ 2.8GHz
168,Acer,Intel Celeron Dual Core N3350 1.1GHz
169,MSI,Intel Core i7 7700HQ 2.8GHz
170,Acer,Intel Pentium Quad Core N4200 1.1GHz
171,Dell,Intel Core i7 7700HQ 2.8GHz
172,Acer,Intel Core i5 8250U 1.6GHz
173,HP,Intel Core i5 8250U 1.6GHz
174,Huawei,Intel Core i5 7200U 2.5GHz
175,HP,Intel Core i5 7200U 2.5GHz
176,Lenovo,AMD A6-Series 9220 2.9GHz
177,Toshiba,Intel Core i3 7100U 2.4GHz
178,HP,Intel Core i5 8250U 1.6GHz
179,Dell,Intel Core i3 7100U 2.4GHz
180,Acer,Intel Core i3 6006U 2GHz
181,MSI,Intel Core i7 6920HQ 2.9GHz
182,Lenovo,Intel Core i5 7200U 2.5GHz
183,HP,Intel Core i5 8250U 1.6GHz
184,Dell,Intel Core i7 8550U 1.8GHz
185,Dell,Intel Core i5 8250U 1.6GHz
186,Lenovo,Intel Core i7 8550U 1.8GHz
187,Toshiba,Intel Core i5 7200U 2.5GHz
188,Xiaomi,Intel Core i5 8250U 1.6GHz
189,Dell,Intel Core i7 8550U 1.8GHz
190,Dell,Intel Core i7 7700HQ 2.8GHz
191,Lenovo,Intel Core i5 7300HQ 2.5GHz
192,Acer,Intel Core i5 7Y54 1.2GHz
193,Dell,Intel Core i7 8550U 1.8GHz
194,Lenovo,Intel Core i7 7500U 2.7GHz
195,Vero,Intel Celeron Dual Core N3350 1.1GHz
196,Xiaomi,Intel Core i5 7200U 2.5GHz
197,Lenovo,Intel Core i5 8250U 1.6GHz
198,Dell,Intel Core i7 8550U 1.8GHz
199,HP,Intel Core i5 8250U 1.6GHz
200,Razer,Intel Core i7 7820HK 2.9GHz
201,HP,Intel Core i5 8250U 1.6GHz
202,HP,Intel Core i7 7700HQ 2.8GHz
203,HP,Intel Core i7 8550U 1.8GHz
204,Dell,Intel Core i7 7700HQ 2.8GHz
205,Lenovo,Intel Core i5 6200U 2.3GHz
206,Acer,Intel Core i7 7500U 2.7GHz
207,Lenovo,Intel Core i7 7700HQ 2.8GHz
208,Dell,Intel Xeon E3-1505M V6 3GHz
209,Lenovo,Intel Core i7 7700HQ 2.8GHz
210,Dell,Intel Core i3 7100U 2.4GHz
211,Dell,Intel Core i7 8550U 1.8GHz
212,Dell,Intel Core i7 8550U 1.8GHz
213,Lenovo,Intel Core i5 7200U 2.5GHz
215,Acer,Intel Core i7 7700HQ 2.8GHz
216,Asus,Intel Core i7 7700HQ 2.8GHz
217,HP,Intel Core i3 6006U 2GHz
218,Lenovo,Intel Core i5 7200U 2.5GHz
219,Huawei,Intel Core i7 7500U 2.7GHz
220,Dell,Intel Core i7 8550U 1.8GHz
221,Lenovo,Intel Core i5 7200U 2.5GHz
222,HP,Intel Core i7 8550U 1.8GHz
223,Dell,Intel Core i5 8250U 1.6GHz
224,Dell,Intel Core i7 8550U 1.8GHz
225,Dell,Intel Core i5 8250U 1.6GHz
226,Lenovo,Intel Core i5 8250U 1.6GHz
227,Toshiba,Intel Core i7 6500U 2.5GHz
228,HP,Intel Core i5 8250U 1.6GHz
229,Dell,Intel Core i7 7700HQ 2.8GHz
230,Acer,Intel Core i7 7500U 2.7GHz
231,Dell,Intel Core i7 7500U 2.7GHz
232,Asus,Intel Core i5 7200U 2.5GHz
233,Asus,Intel Core i5 7200U 2.5GHz
234,HP,Intel Core i7 7500U 2.7GHz
235,Asus,Intel Core i3 7100U 2.4GHz
236,HP,AMD E-Series 9000e 1.5GHz
237,Lenovo,Intel Core i7 7700HQ 2.8GHz
238,Dell,Intel Core i5 7200U 2.5GHz
239,Acer,Intel Core i5 6200U 2.3GHz
240,Dell,Intel Core i7 7500U 2.7GHz
241,Acer,Intel Core i3 6006U 2GHz
242,Asus,AMD A10-Series A10-9620P 2.5GHz
243,Asus,Intel Core i7 7820HK 2.9GHz
244,Acer,Intel Core i5 7300HQ 2.5GHz
245,Lenovo,Intel Core i3 6006U 2GHz
246,Asus,Intel Core i7 8550U 1.8GHz
247,Asus,Intel Core i7 7500U 2.7GHz
248,Dell,Intel Core i5 7300HQ 2.5GHz
249,Lenovo,Intel Core i7 7500U 2.7GHz
250,Dell,Intel Core i7 8550U 1.8GHz
251,HP,Intel Core i5 7200U 2.5GHz
252,Asus,Intel Core i7 7820HK 2.9GHz
253,HP,Intel Core i5 8250U 1.6GHz
254,Apple,Intel Core i5 3.1GHz
255,Dell,Intel Core i7 8550U 1.8GHz
256,Asus,Intel Core i7 7700HQ 2.8GHz
257,Asus,AMD A9-Series 9420 3GHz
258,Lenovo,Intel Core i7 8550U 1.8GHz
259,Acer,Intel Core i3 7130U 2.7GHz
260,Dell,Intel Core i5 8250U 1.6GHz
261,HP,AMD A6-Series A6-9220 2.5GHz
262,HP,Intel Core i7 8550U 1.8GHz
263,MSI,Intel Core i7 7700HQ 2.8GHz
264,Lenovo,Intel Core i7 7700HQ 2.8GHz
265,Dell,Intel Core i7 8550U 1.8GHz
266,Lenovo,Intel Core i3 6006U 2GHz
267,HP,Intel Core i5 8250U 1.6GHz
268,Dell,Intel Core i5 7200U 2.5GHz
269,Dell,Intel Core i5 7200U 2.5GHz
270,Dell,Intel Core i5 8250U 1.6GHz
271,Asus,Intel Core i7 8550U 1.8GHz
272,Lenovo,Intel Core i5 7200U 2.5GHz
273,HP,Intel Core i7 8550U 1.8GHz
274,Lenovo,Intel Core i7 8550U 1.8GHz
275,Apple,Intel Core i5 2.9GHz
276,Asus,AMD Ryzen 1700 3GHz
277,Dell,Intel Core i7 8550U 1.8GHz
278,Lenovo,Intel Core i7 6600U 2.6GHz
279,Toshiba,Intel Core i7 6500U 2.5GHz
280,Dell,Intel Core i7 7500U 2.7GHz
281,Dell,Intel Core i7 8550U 1.8GHz
282,Acer,Intel Core i7 8550U 1.8GHz
283,Lenovo,Intel Core i3 6006U 2GHz
284,Lenovo,Intel Core i7 8550U 1.8GHz
285,Lenovo,Intel Core i7 7500U 2.7GHz
286,Dell,Intel Core i3 6006U 2.0GHz
287,Lenovo,Intel Core i5 7300HQ 2.5GHz
288,Lenovo,Intel Core i5 7200U 2.5GHz
289,Acer,Intel Core i7 8550U 1.8GHz
290,Acer,Intel Core i7 7500U 2.7GHz
291,Lenovo,Intel Core i7 7500U 2.7GHz
292,Asus,Intel Core i5 7200U 2.5GHz
293,Lenovo,Intel Core i7 7700HQ 2.8GHz
294,Lenovo,Intel Core i7 7500U 2.7GHz
295,Acer,Intel Celeron Dual Core 3205U 1.5GHz
296,Asus,Intel Core i7 7700HQ 2.8GHz
297,HP,Intel Core i3 6006U 2GHz
298,Dell,Intel Core i7 7700HQ 2.8GHz
299,Lenovo,Intel Core i5 8250U 1.6GHz
300,Lenovo,Intel Core i7 7700HQ 2.8GHz
301,Acer,Intel Core i7 7700HQ 2.8GHz
302,Dell,Intel Core i7 7820HQ 2.9GHz
303,Lenovo,AMD A10-Series 9600P 2.4GHz
304,Asus,Intel Core i7 7500U 2.7GHz
305,Asus,Intel Core i3 7100U 2.4GHz
306,Asus,Intel Core i7 7700HQ 2.8GHz
307,Lenovo,Intel Core i5 7200U 2.5GHz
308,Lenovo,Intel Core i5 7200U 2.5GHz
309,Asus,Intel Core i7 7700HQ 2.8GHz
310,Lenovo,Intel Pentium Quad Core N4200 1.1GHz
311,HP,Intel Core i7 7600U 2.8GHz
312,Toshiba,Intel Core i7 6500U 2.5GHz
313,Lenovo,Intel Core i5 7200U 2.5GHz
314,HP,Intel Core i3 6006U 2GHz
315,Lenovo,Intel Core i5 7200U 2.5GHz
316,Dell,Intel Core i7 8550U 1.8GHz
317,MSI,Intel Core i7 7700HQ 2.8GHz
318,Acer,AMD A8-Series 7410 2.2GHz
319,Asus,Intel Celeron Dual Core N3350 1.1GHz
320,Dell,Intel Core i5 8250U 1.6GHz
321,HP,Intel Core i7 8550U 1.8GHz
322,Lenovo,Intel Celeron Dual Core 3855U 1.6GHz
323,HP,Intel Core i5 7200U 2.5GHz
324,Acer,Intel Pentium Quad Core N3710 1.6GHz
325,HP,Intel Core i7 7500U 2.7GHz
326,Lenovo,Intel Core i5 7200U 2.5GHz
327,Asus,Intel Core i7 7500U 2.7GHz
329,HP,Intel Core i7 8550U 1.8GHz
330,Acer,AMD A12-Series 9720P 2.7GHz
331,Lenovo,Intel Celeron Dual Core N3350 1.1GHz
332,Acer,Intel Core i5 7200U 2.5GHz
333,Asus,Intel Core i7 7500U 2.7GHz
334,HP,Intel Core i7 7500U 2.7GHz
335,Dell,Intel Core i7 7700HQ 2.8GHz
336,MSI,Intel Core i7 7700HQ 2.8GHz
337,Toshiba,Intel Core i5 7200U 2.5GHz
338,Asus,Intel Core i7 7500U 2.7GHz
339,Lenovo,Intel Core i3 6006U 2GHz
340,Asus,Intel Core i7 7700HQ 2.8GHz
341,HP,Intel Core i5 7300U 2.6GHz
342,Dell,Intel Core i5 8250U 1.6GHz
343,HP,Intel Core i5 7200U 2.5GHz
344,Asus,Intel Celeron Dual Core N3350 1.1GHz
345,Dell,Intel Core i5 8250U 1.6GHz
346,Dell,Intel Celeron Dual Core N3060 1.6GHz
347,Lenovo,AMD A12-Series 9720P 3.6GHz
348,HP,Intel Core i3 7100U 2.4GHz
349,Lenovo,Intel Core i7 8550U 1.8GHz
350,Dell,Intel Core i7 8550U 1.8GHz
351,Lenovo,Intel Core i7 7700HQ 2.8GHz
352,HP,Intel Celeron Dual Core N3060 1.6GHz
353,Dell,Intel Core i7 8650U 1.9GHz
354,Asus,Intel Celeron Dual Core N3350 1.1GHz
355,Dell,Intel Core i5 8250U 1.6GHz
356,Dell,Intel Core i7 7700HQ 2.8GHz
357,HP,Intel Core i7 7500U 2.7GHz
358,MSI,Intel Core i7 7700HQ 2.8GHz
359,HP,Intel Core i7 7700HQ 2.8GHz
360,Toshiba,Intel Core i7 6500U 2.5GHz
361,Dell,Intel Core i7 8550U 1.8GHz
362,Lenovo,Intel Celeron Dual Core N3350 1.1GHz
363,Dell,Intel Core i5 7300HQ 2.5GHz
364,Dell,Intel Core i5 7200U 2.5GHz
365,Dell,Intel Core i5 7300U 2.6GHz
366,HP,Intel Core i3 6006U 2GHz
367,Asus,Intel Core i5 7200U 2.5GHz
368,Lenovo,Intel Core i5 7200U 2.5GHz
369,HP,Intel Core i5 7200U 2.5GHz
370,Lenovo,Intel Core i3 6006U 2GHz
371,HP,Intel Pentium Quad Core N3710 1.6GHz
372,Dell,Intel Core i5 8250U 1.6GHz
373,Lenovo,Intel Core i5 7300HQ 2.5GHz
374,Dell,Intel Core i7 7500U 2.7GHz
375,HP,Intel Core i7 7500U 2.7GHz
376,Asus,Intel Core i7 7500U 2.7GHz
377,Acer,AMD A9-Series 9420 3GHz
378,Asus,AMD Ryzen 1700 3GHz
379,Lenovo,AMD A8-Series 7410 2.2GHz
380,Dell,Intel Core i7 8550U 1.8GHz
381,HP,AMD A9-Series 9420 3GHz
382,Lenovo,Intel Celeron Quad Core N3450 1.1GHz
383,Dell,Intel Celeron Dual Core N3060 1.60GHz
384,Asus,Intel Celeron Dual Core N3350 1.1GHz
385,Acer,Intel Core i7 7700HQ 2.8GHz
386,HP,Intel Core i7 7700HQ 2.8GHz
387,Lenovo,Intel Core i3 6006U 2GHz
388,Asus,Intel Core i7 7700HQ 2.8GHz
389,Lenovo,Intel Core i5 7200U 2.5GHz
390,Asus,Intel Core i7 7500U 2.7GHz
391,Lenovo,Intel Core i7 7500U 2.7GHz
392,Lenovo,Intel Core i3 7100U 2.4GHz
393,Dell,Intel Core i5 6440HQ 2.6GHz
394,Dell,Intel Core i7 6820HQ 2.7GHz
395,Lenovo,Intel Core i7 7500U 2.7GHz
396,Asus,Intel Core i7 7700HQ 2.8GHz
397,Asus,Intel Core i7 7700HQ 2.8GHz
399,Acer,Intel Core i5 8250U 1.6GHz
400,MSI,Intel Core i7 7700HQ 2.8GHz
401,Dell,Intel Core i7 7500U 2.7GHz
402,HP,AMD A9-Series 9420 3GHz
403,Lenovo,Intel Core i7 8550U 1.8GHz
404,Lenovo,Intel Core i5 7200U 2.5GHz
405,Dell,Intel Core i7 7700HQ 2.8GHz
406,Lenovo,Intel Core i7 7500U 2.7GHz
407,Lenovo,Intel Celeron Dual Core N3350 1.1GHz
408,Asus,Intel Core i7 7700HQ 2.8GHz
409,Lenovo,Intel Core i5 8250U 1.6GHz
410,Acer,Intel Core i7 7700HQ 2.8GHz
411,MSI,Intel Core i7 7700HQ 2.8GHz
412,Asus,Intel Core i7 7500U 2.7GHz
413,Toshiba,Intel Core i7 6500U 2.5GHz
414,Dell,Intel Core i7 7600U 2.8GHz
415,Lenovo,Intel Core i3 6006U 2GHz
416,Lenovo,Intel Celeron Dual Core N3350 1.1GHz
417,Lenovo,Intel Core i7 7700HQ 2.8GHz
418,Lenovo,Intel Core i7 7700HQ 2.8GHz
419,HP,Intel Core i3 6006U 2GHz
420,Acer,Intel Core i7 6500U 2.5GHz
421,Asus,Intel Core i5 7200U 2.5GHz
422,Dell,Intel Core i5 7200U 2.5GHz
423,Dell,Intel Core i3 6006U 2GHz
424,HP,Intel Core i7 6500U 2.5GHz
425,Dell,Intel Core i5 7200U 2.5GHz
426,Lenovo,Intel Core i7 8550U 1.8GHz
427,Lenovo,Intel Core i7 7700HQ 2.8GHz
428,Chuwi,Intel Celeron Quad Core N3450 1.1GHz
429,HP,Intel Core i7 7820HQ 2.9GHz
430,Asus,Intel Core i3 7100U 2.4GHz
431,Dell,Intel Core i7 7820HK 2.9GHz
432,Dell,Intel Core i7 7700HQ 2.8GHz
433,Dell,Intel Core i7 8550U 1.8GHz
434,Dell,Intel Core i7 7600U 2.8GHz
435,HP,Intel Core i7 7700HQ 2.8GHz
436,Mediacom,Intel Celeron Dual Core N3350 1.1GHz
437,Samsung,Intel Celeron Dual Core N3060 1.6GHz
438,Lenovo,Intel Core i7 7500U 2.7GHz
439,Lenovo,Intel Core i3 7130U 2.7GHz
440,Lenovo,Intel Core i7 7600U 2.8GHz
441,Lenovo,Intel Core i7 7820HQ 2.9GHz
442,Asus,AMD Ryzen 1600 3.2GHz
443,HP,Intel Celeron Dual Core N3060 1.6GHz
444,Google,Intel Core i7 7Y75 1.3GHz
445,Lenovo,Intel Core i7 7500U 2.7GHz
446,Asus,Intel Core i5 7200U 2.5GHz
447,Lenovo,AMD A6-Series 9220 2.5GHz
448,Dell,Intel Core i5 8250U 1.6GHz
449,Lenovo,Intel Core i5 7200U 2.5GHz
450,Lenovo,Intel Pentium Quad Core N4200 1.1GHz
